RESPNO,URBRUR,REGION,EA_SVC_A,EA_SVC_B,EA_SVC_C,EA_SVC_D,EA_SVC_E,EA_FAC_A,EA_FAC_B,EA_FAC_C,EA_FAC_D,EA_FAC_E,EA_FAC_F,EA_FAC_F2,EA_FAC_G,EA_SEC_A,EA_SEC_B,EA_SEC_C,EA_SEC_D,EA_SEC_E,EA_ROAD_A,EA_ROAD_B,EA_ROAD_C,NOCALL_1,NOCALL_2,NOCALL_3,THISINT,ADULT_CT,CALLS,DATEINTR,STRTIME,Q1,Q2,Q2OTHER,Q3,Q4A,Q4B,Q5A,Q5B,Q6A,Q6B,Q6C,Q6D,Q6E,Q7A,Q7B,Q8,Q9A,Q9B,Q9C,Q10A,Q10B,Q10C,Q11A,Q11B,Q11C,Q11C1_CBZ,Q11D,Q11E,Q12A,Q12B,Q13,Q14A,Q14B,Q14C,Q15,Q16,Q17,Q18,Q19A,Q19B,Q20,Q21A,Q21B,Q22A,Q22B,Q22C,Q23,Q24,Q25,Q26,Q27A,Q27B,Q27C,Q28,Q29A,Q29B,Q30,Q31,Q32A,Q32B,Q33A,Q33B,Q33C,Q33D,Q33E,Q33F,Q33G,Q33H,Q33I,Q34A,Q34A1_CBZ,Q34B,Q35A,Q35B,Q35C,Q36A,Q36B,Q36C,Q37A,Q37B,Q37B1_CBZ,Q37C,Q37D,Q37E,Q37F,Q37G,Q37H,Q37I,Q37J,Q37K,Q37L_CBZ,Q38A,Q38B,Q38B1_CBZ,Q38C,Q38D,Q38E,Q38F,Q38G,Q38H,Q38I,Q38J,Q38K,Q38L_CBZ,Q39A,Q39B,Q40A,Q40B,Q40C,Q40D,Q41A,Q41B,Q41C,Q41D,Q41E,Q41F,Q41G,Q41H,Q42A,Q42B,Q42C,Q42D,Q43A,Q43B,Q43C,Q43D,Q43E,Q44A,Q44B,Q44C,Q44D,Q44E,Q45PT1,Q45PT1OTHER,Q45PT2,Q45PT2OTHER,Q45PT3,Q45PT3OTHER,Q46A,Q46B,Q46C,Q46D,Q46E,Q46F,Q46G,Q46H,Q46I,Q46J,Q46K,Q46L,Q46M,Q46N,Q46O,Q46P_CBZ,Q46Q_CBZ,Q47A,Q47B,Q47B1_CBZ,Q47C,Q48A,Q48A1_CBZ,Q48B,Q49A,Q49B,Q50A,Q50B,Q50C,Q51A,Q51B,Q52A,Q52B,Q53A,Q53B,Q53C,Q54,Q55A,Q55B,Q55C,Q56A,Q56B,Q56C,Q57A,Q57B,Q58A,Q58B,Q58C,Q59,Q60,Q61A,Q61B,Q61C,Q62,Q63A,Q63B,Q63C,Q64A,Q64B,Q65A,Q65B,Q66A,Q66B,Q67A,Q67B,Q68A,Q68B,Q69,Q70A,Q70B,Q70C,Q70D,Q71,Q72A,Q72B,Q72C,Q72D,Q72E,Q73A,Q73B,Q73C,Q73D,Q74A,Q74B,Q74C,Q74D,Q74E,Q75,Q76A,Q76B,Q76C,Q77,Q78A,Q78B,Q78C,Q78C1,Q78C2_CBZ,Q78D,Q78E,Q78F,Q79A_CBZ,Q79B_CBZ,Q80_CBZ,Q81A_CBZ,Q81B_CBZ,Q81C_CBZ,Q81D_CBZ,Q81E_CBZ,Q81F_CBZ,Q81G_CBZ,Q81H_CBZ,Q82A_CBZ,Q82B_CBZ,Q82C_CBZ,Q83A_CBZ,Q83B_CBZ,Q83C_CBZ,Q83COTHER_CBZ,Q84A,Q84AOTHER,Q84B,Q84C,Q84D,Q84E,Q85A,Q85B,Q86A,Q86B,Q86C,Q86D,Q86E,Q86F,Q87A,Q87B,Q87C,Q87D,Q87E,Q88A,Q88B,Q89A,Q89B,Q89BOTHER,Q90A,Q90B,Q90C,Q90D,Q90E,Q90F,Q90G,Q90H,Q90I,Q91A,Q91B,Q91C,Q92A,Q92B,Q93A,Q93B,Q93BOTHER,Q93C,Q94,Q95,Q95OTHER,Q96,Q96OTHER,Q97,ENDTIME,LENGTH,LENGTH_INT,Q100,Q101,Q101OTHER,Q102,Q102OTHER,Q103,Q104,Q105,Q106A,Q106B,Q106C,Q106D,Q106E,Q107,Q109A,Q109B,Q109C,Q109D,Q109E,Q109F,Q111,Q112,Q113,Q114,Q115,Q115OTHER,Q116,Q116OTHER,Q117,Q118_1,Q118_2,Q118_3,Q118_4,Q118OTHER,withinwt_ea,withinwt_hh
CBZ1086,2,1784,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,5,5,4,9997,9997,9997,1,3,1,2023-07-12,15:06:00,36,2,,1,2,1,3,3,3,2,3,1,4,0,0,1,3,3,3,1,0,0,2,0,0,0,0,2,1,1,3,2,2,1,4,2,1,3,3,1,3,4,4,2,2,1,3,2,3,2,2,4,3,3,1,3,2,1,4,3,0,1,0,2,2,1,0,1,2,1,1,1,0,0,0,0,0,0,2,1,2,0,2,0,0,2,2,2,2,2,0,1,2,1,2,1,2,2,2,1,2,2,1,1,1,1,0,7,7,7,0,7,7,7,7,7,7,7,0,7,7,7,0,7,7,2,0,3,3,2,2,3,17,LE PROBLÈME DE LA QUALITÉ DE L'EAU,3,LE PROBLÈME LIE AU CHÔMAGE DES JEUNES,8,LE PROBLÈME DE LA FAIM,1,2,1,1,2,3,2,1,2,2,1,2,2,3,2,2,2,1,1,1,1,0,1,2,4,4,3,4,4,3,3,2,3,3,3,3,1,3,3,2,1,1,1,2,2,0,2,10,3,2,1,1,1,2,2,4,1,1,1,1,2,2,2,0,7,7,7,7,7,7,7,7,1,2,5,4,3,4,4,5,4,4,3,4,0,2,3,4,0,1,0,0,1,2,2,4,1,0,7,2,3,4,2,2,1,4,4,4,4,5,1,3,3,3,2,2,1,,1787,,1,5,1,1,5,1,2,3,2,2,2,2,5,4,1,3,4,3,3,0,9997,,0,2,0,0,0,2,0,4,2,8,3,1,1,4,0,4,,3,3,2,,1781,,1,16:30:00,84,0,1,1,,2,,1,1,1,0,0,0,0,0,3,1,2,2,2,1,1,CBZ27,28,1,1,1780,,1787,,8,2,1780,1781,9996,,0.875388277970402,0.750332809688916
CBZ1087,2,1790,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,7,7,7,9997,9997,9997,2,3,1,2023-07-12,15:07:00,50,9995,BAYAKA,1,2,1,3,4,3,3,3,1,4,3,3,1,2,3,4,4,4,0,2,0,1,1,0,0,3,1,3,4,0,3,4,4,4,1,1,1,1,5,5,1,4,5,2,1,1,4,1,4,4,1,4,4,3,3,3,3,1,0,1,2,2,1,2,2,1,1,0,1,2,2,0,2,3,2,3,1,1,2,2,1,1,3,3,3,3,3,1,1,1,1,2,1,1,1,1,2,1,1,2,3,1,0,0,7,7,7,0,7,7,7,7,7,7,7,0,7,7,7,0,7,7,0,7,5,3,2,4,1,12,LA MISE EN PLACE D'UN ANTENNE ÉMETTEUR RÉSEAU,20,LA CONSTRUCTION D'UNE CLINIQUE PUBLIQUE DANS LE VILLAGE,15,LE GOUVERNEMENT DOIT CONSTRUIRE DES LOGEMENTS SOCIAUX EN MATÉRIAUX DURABLE DANS LE VILLAGE,2,2,3,3,4,4,3,4,2,3,3,4,3,4,2,3,2,4,4,3,3,4,1,0,4,2,4,2,1,3,5,1,3,3,4,2,4,1,2,2,1,1,1,2,2,0,1,16,1,3,1,1,1,3,4,2,5,4,2,1,4,5,2,0,7,7,7,7,7,7,7,7,4,2,2,5,4,4,4,4,2,2,2,0,0,0,0,5,1,0,0,3,5,4,4,4,5,1,1,3,1,1,4,5,4,4,5,2,4,4,2,4,3,5,4,4,2,,1790,,1,5,1,1,5,3,3,3,3,2,3,2,5,5,1,4,4,5,4,1,1780,,0,0,0,0,0,0,7,1,0,8,3,3,0,7,1,3,,1,2,12,,1780,,8,16:31:00,84,0,2,1,,1781,,2,4,1,0,0,0,0,0,4,1,1,1,1,1,1,CBZ11,28,1,2,1780,,9990,,8,2,1780,1781,9996,,1.56311473351433,1.56311473351433
CBZ1088,2,1784,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,5,5,4,9997,9997,9997,1,4,1,2023-07-12,15:21:00,26,1781,,1,1,3,2,2,3,2,3,2,3,2,1,2,1,4,2,1,1,0,3,0,0,0,0,0,2,2,0,1,2,1,4,1,4,1,4,1,1,5,5,1,5,5,3,1,4,4,4,3,4,4,4,4,2,2,1,3,1,3,1,2,2,1,1,1,2,2,0,0,1,0,1,1,3,0,0,0,0,0,1,0,3,2,1,0,2,3,0,3,2,2,1,2,3,3,3,1,0,1,1,3,1,1,0,7,7,7,0,7,7,7,7,7,7,7,0,7,7,7,0,7,7,0,7,3,4,3,3,4,17,LE MANQUE D'EAU POTABLE DANS LES DISTRICTS,27,LE GOUVERNEMENT DOIT SE BATTRE POUR METTRE FIN A LA DISCRIMINATION.,3,LE PROBLÈME DES JEUNES QUI NE TRAVAILLENT PAS,1,1,1,1,1,1,2,3,1,2,1,2,1,2,2,3,2,4,1,4,4,3,3,1,1,5,3,4,1,4,2,1,1,3,1,1,1,3,2,3,5,5,5,2,2,1,7,97,3,1,1,2,1,2,2,5,5,4,4,0,1,5,5,1,4,5,1,1,3,3,3,3,1,1,3,1,3,5,1,1,1,5,4,4,0,4,4,5,1,1,1,2,1,1,1,1,1,1,0,3,4,1,2,5,4,5,5,5,5,5,5,3,2,3,3,3,3,,1787,,1,5,1,1,5,1,1,2,1,3,1,1,4,4,1,4,3,4,4,1,1781,,2,2,0,0,0,1,7,4,4,4,3,3,0,7,1,1,,1,8,12,,1781,,1,16:53:00,92,0,1,1,,1780,,1,1,1,0,0,0,0,0,4,1,1,1,1,1,1,CBZ30,31,1,1,2,,1791,,8,2,1780,9996,9996,,0.875388277970402,1.00044374625189
CBZ1089,2,1784,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,5,5,4,9997,9997,9997,1,5,1,2023-07-12,15:29:00,45,2,,1,1,2,3,3,3,4,3,0,3,1,0,0,2,1,4,1,0,0,1,0,0,0,0,0,0,1,3,1,0,3,4,1,1,4,4,1,4,1,4,1,2,2,3,1,4,1,1,1,4,4,1,1,1,1,3,1,1,2,1,3,2,2,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,2,0,0,0,0,2,1,3,2,2,3,1,3,1,2,2,0,3,1,1,0,7,7,7,0,7,7,7,7,7,7,7,0,7,7,7,0,7,7,0,7,2,4,3,5,2,3,LE MANQUE DES EMPLOIS AU NIVEAU DE LA JEUNESSE,17,LE MANQUE D'EAU POTABLE ET LA VÉTUSTE DES POMPES,1,LES PRIX ÉLEVÉ DES PRODUITS ALIMENTAIRES,1,2,1,1,2,1,1,2,2,1,1,3,1,3,2,3,3,1,1,1,1,3,1,1,5,4,4,2,3,5,5,2,3,3,4,2,1,3,3,2,1,1,2,2,1,0,2,6,2,1,0,1,1,1,1,4,1,2,1,0,1,3,3,1,4,5,5,3,2,3,3,3,1,3,5,4,4,5,5,2,1,5,4,4,0,3,4,2,1,1,0,3,5,5,3,5,1,1,2,4,4,2,2,5,4,5,5,5,4,5,4,4,3,5,4,4,6,,1787,,0,3,1,0,4,1,0,3,1,0,2,1,3,3,1,3,3,4,5,0,9997,,2,2,0,0,0,2,1,4,3,6,3,3,1,4,1,6,,1,4,1,,9997,,1,17:06:00,97,0,1,1,,2,,1,1,1,0,0,0,0,0,4,2,2,2,2,2,2,CBZ28,26,1,2,2,,1786,,8,2,1780,1781,9996,,0.875388277970402,1.25055468281486
CBZ1090,2,1784,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,5,5,4,9997,9997,9997,1,3,1,2023-07-12,16:28:00,56,1781,,1,2,3,3,4,2,2,1,0,3,0,0,0,4,4,4,1,3,0,2,0,0,0,0,0,0,2,3,4,0,3,3,4,2,2,3,3,2,5,4,1,2,2,3,2,3,1,4,2,1,3,2,4,4,2,2,3,0,1,2,3,2,1,3,2,2,0,0,0,0,0,0,0,3,2,0,0,0,0,1,1,1,1,2,1,1,1,0,3,2,1,1,1,2,2,3,1,1,2,1,1,3,0,0,7,7,7,0,7,7,7,7,7,7,7,0,7,7,7,0,7,7,1,0,4,5,4,3,3,17,UN MANQUE CRUCIAL D'EAU POTABLE,3,LA CRÉATION D'EMPLOI AFIN D'OCCUPER LES JEUNES,20,RÉAMÉNAGER LE CENTRE INTÈGRE DU DISTRICT,2,1,1,3,2,2,1,4,1,1,1,4,3,4,2,2,2,3,2,2,3,2,0,1,5,4,4,1,1,3,2,3,3,3,4,2,3,4,3,1,2,2,1,2,2,0,4,97,3,3,1,1,0,2,2,2,4,2,2,0,1,2,1,0,7,7,7,7,7,7,7,7,4,2,3,5,1,5,5,2,4,2,4,3,0,0,0,4,1,0,0,3,4,4,3,4,5,9,7,4,4,2,3,5,4,2,4,4,5,4,5,3,5,5,4,2,6,,9990,,7,7,7,7,5,3,3,3,2,3,2,2,4,5,1,4,4,5,4,0,9997,,2,2,2,0,2,2,0,4,0,5,3,2,1,4,0,11,,3,6,12,,9997,,1,17:51:00,83,0,1,1,,2,,1,1,1,0,0,0,0,0,4,1,1,1,1,1,1,CBZ29,22,2,2,2,,1786,,8,2,1780,1781,9996,,0.875388277970402,0.750332809688916
CBZ1091,2,1784,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,5,5,4,9997,9997,9997,2,6,1,2023-07-12,16:41:00,27,1781,,2,3,2,3,3,2,3,3,1,3,0,0,1,3,3,3,1,1,0,2,0,1,0,0,1,1,1,0,1,2,1,4,1,3,3,4,1,4,2,4,1,2,1,3,1,3,1,2,3,4,3,2,3,3,2,3,3,1,1,1,2,1,2,1,0,1,1,0,1,1,0,0,0,0,0,2,1,0,0,2,1,1,1,3,1,2,1,0,2,2,2,3,1,3,3,3,1,1,2,1,0,1,1,0,7,7,7,0,7,7,7,7,7,7,7,0,7,7,7,0,7,7,0,7,3,3,4,2,3,3,LE CRÉATION D'EMPLOIS,18,LA PRISE EN CHARGE DES ENFANTS DE LA RUE,14,LE PROBLÈME DE L'ÉDUCATION DES ENFANTS,2,2,1,2,1,2,1,1,1,1,1,1,2,3,2,2,1,3,3,2,2,1,1,2,4,4,4,3,2,1,3,2,2,4,3,3,1,2,3,2,1,1,1,2,2,0,2,6,1,2,2,1,2,2,1,4,2,4,4,0,2,4,2,1,4,5,4,3,3,3,3,3,2,3,2,4,1,3,4,5,5,5,2,2,0,2,1,2,1,1,0,3,4,2,3,2,3,0,7,3,3,4,2,2,4,4,4,4,5,5,1,2,3,2,2,2,1,,1787,,1,5,1,1,5,1,2,2,2,2,3,2,3,3,1,3,3,4,4,0,9997,,0,0,1,0,0,2,0,4,1,3,3,2,0,7,0,2,,3,5,2,,9997,,8,18:01:00,80,0,2,1,,1780,,1,1,1,0,0,0,0,0,3,1,2,1,1,1,2,CBZ27,28,1,1,1780,,1787,,8,2,1780,1781,9996,,0.875388277970402,1.50066561937783
CBZ1092,1,1781,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,4,9997,9997,9997,2,6,1,2023-07-12,16:57:00,30,1781,,2,1,1,1,1,4,4,4,4,4,3,3,0,2,1,2,0,3,0,1,0,0,0,0,0,0,0,0,1,3,0,4,1,2,2,4,1,4,1,5,1,1,1,1,4,3,3,2,2,4,4,2,4,1,3,2,3,1,2,1,1,3,3,1,1,2,0,0,0,0,0,0,1,3,3,3,3,0,0,0,0,0,0,3,0,0,3,0,1,1,3,1,1,3,2,3,3,1,1,0,2,3,1,0,7,7,7,0,7,7,7,7,7,7,7,0,7,7,7,0,7,7,0,7,1,4,4,4,4,17,DANS CE QUARTIER NOUS AVONS UN PROBLÈME D'EAU CAR ON A PAS DES POMPES,16,A CHAQUE FOIS IL Y A COUPURE D'ÉLECTRICITÉ,11,PROBLÈME DE TRANSPORT,3,2,1,1,1,2,1,1,1,1,1,1,1,2,2,1,2,4,4,2,2,3,1,1,1,1,4,1,1,1,4,1,3,3,3,2,1,1,3,2,1,1,1,2,2,0,1,1,1,2,0,0,0,2,1,1,2,2,5,0,1,1,1,1,1,1,1,4,3,2,3,2,1,3,2,4,1,5,4,4,4,4,0,3,0,3,3,4,0,0,0,3,5,2,3,5,5,0,7,4,4,4,1,1,1,1,1,5,5,5,5,1,2,1,4,4,1,,1786,,0,5,1,1,5,3,3,3,3,1,3,3,5,4,1,4,1,5,4,0,9997,,1,1,0,1,1,2,1,4,3,4,2,2,1,1,1,4,,2,8,12,,9997,,1,17:54:00,57,0,2,1,,2,,1,1,2,0,0,0,0,0,3,2,2,2,2,2,2,CBZ16,25,1,1,2,,1787,,8,2,1780,1781,9996,,1.03007599077247,1.831246205817731
CBZ1093,2,1784,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,5,5,4,9997,9997,9997,2,2,1,2023-07-12,17:11:00,63,1781,,1,2,1,2,2,3,0,1,2,1,2,1,0,2,2,2,4,1,1,0,0,0,0,0,0,1,2,0,2,1,2,4,4,3,4,4,1,4,5,5,1,1,5,3,1,4,4,1,1,4,4,4,4,1,2,1,1,2,1,2,1,2,1,0,1,1,2,0,3,3,3,2,0,3,2,3,3,2,1,3,2,2,3,3,0,3,3,3,0,0,1,1,2,1,0,3,0,0,2,1,1,3,1,0,7,7,7,1,2,0,2,3,0,2,1,0,7,7,7,0,7,7,0,7,1,3,4,4,3,4,LA MISÈRE DANS LE PAYS,23,LA PEUR DE SORTIR LA NUIT,24,LA LUTTE CONTRE LA CORRUPTION,3,1,1,2,1,2,2,1,1,1,3,3,2,1,3,1,2,4,4,2,2,1,1,3,5,5,4,3,3,1,2,1,1,2,2,4,4,4,3,1,5,5,4,2,2,0,1,5,1,1,0,0,0,1,5,5,4,1,4,0,1,5,5,1,2,4,4,4,2,2,2,2,1,3,3,5,2,5,5,1,1,2,0,0,0,0,0,1,1,1,1,2,1,1,1,1,1,1,4,2,4,5,2,5,5,1,5,5,5,5,5,2,3,3,3,4,1,,1787,,2,5,1,1,5,1,3,3,3,3,3,3,5,5,3,3,3,3,4,0,9997,,0,0,0,0,0,0,7,4,0,4,3,3,0,7,0,0,,3,2,12,,1780,,3,18:37:00,86,0,2,1,,1780,,1,1,1,0,0,0,0,0,4,1,1,1,1,1,1,CBZ30,31,1,1,2,,1791,,8,2,1780,9996,9996,,0.875388277970402,0.500221873125944
CBZ1094,1,1781,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,4,9997,9997,9997,2,2,1,2023-07-12,17:15:00,20,1780,,1,3,3,3,3,1,1,1,1,1,1,1,1,2,3,3,1,1,1,0,0,0,0,0,0,1,1,0,1,0,3,4,1,4,4,4,4,4,2,4,2,2,2,3,1,4,1,4,1,1,4,1,4,4,2,3,3,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,0,1,1,3,1,1,2,2,2,2,0,7,7,7,0,7,7,0,7,3,3,3,3,3,13,L ENTRETIEN DES ROUTES,3,LE MANQUE DE TRAVAIL,17,LE MANQUE D'EAU,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,0,0,0,4,4,4,1,1,5,5,2,2,3,2,2,4,2,4,4,5,5,5,2,2,1,7,97,2,2,1,1,1,2,4,4,4,4,2,0,2,3,3,0,7,7,7,7,7,7,7,7,4,2,2,4,1,5,5,5,5,5,2,2,0,1,1,4,0,0,0,3,5,5,5,5,5,0,7,2,4,4,2,4,4,4,4,4,4,4,2,2,2,5,3,3,6,,1785,,1,5,1,1,4,1,1,3,1,1,1,1,3,3,3,3,3,3,5,0,9997,,1,1,0,0,1,2,0,4,1,3,3,2,1,4,0,1,,1,5,1,,1780,,8,18:10:00,54,0,2,1,,2,,1,1,1,0,0,0,0,0,4,1,1,1,1,1,1,CBZ15,23,1,2,2,,1787,,7,2,1780,1781,9996,,0.954809477876783,0.526791436069949
CBZ1095,2,1784,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,5,5,4,9997,9997,9997,2,3,1,2023-07-12,17:36:00,36,1781,,2,3,2,3,4,3,4,3,1,3,0,0,1,3,4,4,0,0,0,1,0,0,0,2,0,0,1,3,1,2,2,4,1,3,4,4,1,4,2,5,2,1,1,3,1,4,2,1,1,1,2,1,1,2,1,1,3,2,2,1,3,2,1,2,1,1,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,2,3,3,2,2,3,2,3,0,1,2,1,3,1,1,0,7,7,7,1,2,1,1,3,2,0,3,1,1,1,2,0,7,7,0,7,2,3,4,3,2,17,LE MANQUE D'EAU POTABLE,16,LES FACTURES TROP ÉLEVÉES D'ÉLECTRICITÉ,3,LE CHÔMAGE DES JEUNES,1,2,1,1,2,1,1,2,2,1,2,1,1,3,2,3,2,1,1,1,1,3,1,1,4,5,4,1,3,5,5,2,3,3,4,2,1,3,3,2,1,1,1,2,1,1,7,97,3,3,1,1,0,1,1,2,1,1,1,0,1,3,3,1,4,5,2,3,2,3,3,3,1,3,3,4,3,5,5,2,2,1,4,4,0,4,4,1,1,1,1,3,5,5,1,5,1,0,7,1,4,2,4,5,5,5,5,5,4,5,5,2,3,3,3,3,6,,1786,,0,5,1,1,4,1,0,3,2,0,1,1,3,3,1,3,3,3,5,0,9997,,2,2,0,0,2,2,0,4,4,6,3,3,1,4,0,5,,3,5,1,,1781,,3,18:44:00,68,0,2,1,,1780,,1,1,1,0,0,0,0,0,4,2,2,2,2,2,2,CBZ28,26,1,2,2,,1786,,8,2,1780,1781,9996,,0.875388277970402,0.750332809688916
CBZ1096,1,1784,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,5,4,9997,9997,9997,2,4,1,2023-07-13,08:40:00,39,1781,,1,2,1,2,3,2,3,3,1,3,2,0,0,4,3,3,1,2,0,1,1,0,0,0,0,1,1,3,4,1,1,2,1,3,2,2,4,3,4,5,2,1,2,1,1,3,2,3,3,3,2,2,2,4,1,2,1,0,0,2,3,2,0,0,1,2,0,0,0,2,1,0,1,3,3,2,1,1,1,1,0,0,1,1,1,0,0,1,3,2,3,2,1,2,1,3,2,1,3,1,1,1,1,0,7,7,7,1,2,0,2,2,1,1,2,0,7,7,7,0,7,7,0,7,2,3,3,4,4,3,LE TAUX ÉLEVÉ DES CHÔMEUR,17,LES PROBLÈMES D'EAU,13,LE MAUVAIS ÉTAT DES ROUTES,1,2,1,3,2,2,3,3,1,1,2,4,3,4,3,3,2,2,2,2,3,2,2,1,4,5,4,2,2,3,2,2,3,3,4,2,3,3,2,1,1,2,2,2,2,0,3,97,2,3,1,0,0,1,2,4,4,4,2,0,1,3,1,0,7,7,7,7,7,7,7,7,3,2,3,5,4,4,5,2,2,1,0,4,0,3,3,4,1,0,0,3,5,4,3,4,5,0,7,3,3,2,4,4,4,2,4,4,5,4,2,3,3,4,4,2,6,,1786,,0,3,1,1,4,2,2,3,3,2,2,2,3,5,1,4,3,3,9,1,1791,,1,2,0,0,0,2,0,4,0,2,2,2,1,5,1,4,,1,5,15,,1791,,1,10:46:00,126,0,2,1,,1780,,1,1,1,0,0,0,0,0,4,1,1,1,1,1,1,CBZ29,22,2,2,2,,1786,,8,2,1780,1781,9996,,1.66559795215472,1.56762160202797
CBZ1097,1,1784,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,5,4,9997,9997,9997,1,3,1,2023-07-13,08:43:00,36,2,,1,1,1,3,3,3,3,2,2,4,1,0,1,3,3,4,1,0,0,2,1,1,0,1,1,1,0,3,2,2,1,4,1,2,3,3,2,3,5,5,2,5,1,3,1,4,1,2,4,4,4,1,4,3,2,3,3,0,3,3,3,3,2,0,1,2,0,0,1,1,1,1,1,2,1,1,1,0,0,1,1,1,1,2,1,1,2,0,1,1,1,1,1,2,2,2,1,1,1,2,3,3,1,0,7,7,7,0,7,7,7,7,7,7,7,0,7,7,7,0,7,7,0,7,2,2,3,3,3,1,LA FLAMBÉE DES PRIX,8,L'INSÉCURITÉ ALIMENTAIRE,17,LA MAUVAISE QUALITÉ DE L'EAU,2,1,1,1,1,2,1,1,1,2,2,2,2,2,1,2,3,2,2,2,2,2,3,1,4,4,3,3,3,3,3,2,2,3,3,3,1,3,4,1,1,1,1,2,2,0,3,97,3,2,1,1,1,2,2,4,1,4,1,0,2,3,2,0,7,7,7,7,7,7,7,7,1,2,1,4,3,3,4,4,4,4,4,4,0,3,2,4,1,1,1,3,4,3,3,2,3,0,7,2,2,4,1,2,1,4,4,4,4,4,1,2,3,2,2,2,1,,1787,,2,5,1,1,5,1,3,3,3,3,2,2,4,4,2,3,3,4,4,0,9997,,0,2,0,0,0,2,1,4,3,2,2,2,1,4,2,7,,3,7,3,,1781,,1,10:24:00,101,0,1,1,,2,,1,1,3,0,0,0,0,0,4,1,1,1,2,1,1,CBZ27,28,1,1,1780,,1787,,8,2,1780,1781,9996,,1.66559795215472,1.17571620152098
CBZ1098,1,1784,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,5,4,9997,9997,9997,1,2,1,2023-07-13,08:51:00,41,1781,,1,1,2,2,3,3,4,4,0,4,3,1,0,3,4,2,1,1,0,0,0,0,0,0,0,1,0,0,3,1,3,4,1,1,4,4,1,4,5,1,1,1,1,3,2,4,1,1,1,4,4,1,4,1,3,3,3,0,0,0,3,3,2,3,0,3,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,1,3,3,3,3,2,3,2,2,0,1,1,1,1,1,1,1,1,0,1,5,1,1,2,0,3,1,4,3,0,3,3,3,0,1,2,0,3,1,4,3,3,1,2,4,5,5,1,17,LE MANQUE D'EAU POTABLE,20,LE MANQUE DE CENTRE DE SANTE INTÈGRE,14,MANQUE D'UN COLLÈGE PUBLIC D'ENSEIGNEMENT,3,1,1,1,1,1,1,1,2,1,1,4,2,1,2,1,1,3,1,1,1,3,1,1,5,4,4,1,2,5,5,3,3,3,4,1,4,3,3,3,1,1,1,2,1,1,7,97,4,4,1,1,2,1,1,1,1,1,1,1,2,3,3,1,4,4,5,3,2,3,3,3,1,3,5,4,3,5,4,2,2,1,4,4,0,0,0,1,1,1,1,3,4,3,3,3,1,0,7,2,1,1,4,2,5,4,5,1,5,5,5,4,3,1,4,4,6,,1787,,0,5,1,1,4,3,3,3,3,2,2,2,5,5,1,3,5,5,5,0,9997,,2,2,0,0,2,2,0,4,0,2,3,3,1,5,1,6,,1,4,1,,9999,,1,10:14:00,82,0,1,1,,1780,,1,1,1,0,0,0,0,0,3,1,1,1,1,1,1,CBZ28,26,1,2,2,,1786,,8,2,1780,1781,9996,,1.66559795215472,0.783810801013987
